Organization,Compound,Date,Negative,Neutral,Positive,Text,Tweets
Fox,-0.2263,Fri Sep 07 20:26:47 +0000 2018,0.769,0.132,0.099,"RT @KDKA: BACK ON THE BIG SCREEN: As a special tribute to actor Burt Reynolds, who died yesterday, a local movie theater will have a specia…",84
Fox,-0.3818,Fri Sep 07 20:26:47 +0000 2018,0.88,0.12,0.0,"RT @bennyjohnson: Obama criminally prosecuted Fox News journalists.
Obama had his DOJ surveil Fox News reporters, track their whereabouts a…",85
Fox,0.7888,Fri Sep 07 20:26:46 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",86
Fox,0.0,Fri Sep 07 20:26:46 +0000 2018,1.0,0.0,0.0,@trumpwarrior61 Watch TV. Not Fox.,87
Fox,0.5267,Fri Sep 07 20:26:45 +0000 2018,0.866,0.0,0.134,RT @Cernovich: James Rosen's parents were among those who had their phone records seized by the Dept. of Justice during its investigation i…,88
Fox,0.4767,Fri Sep 07 20:26:45 +0000 2018,0.773,0.063,0.164,RT @dbongino: Is this guy serious? Obama’s Dept. of Justice LITERALLY criminally targeted a Fox News reporter. 👇🏻 https://t.co/3mqaQKncGw,89
Fox,-0.4588,Fri Sep 07 20:26:45 +0000 2018,0.786,0.214,0.0,RT @DonnyFerguson: He literally tried to have a Fox News reporter imprisoned. https://t.co/y7wdQvlIC3,90
Fox,-0.296,Fri Sep 07 20:26:44 +0000 2018,0.879,0.121,0.0,RT @JohnJam58433580: @aynrand_global @yaronbrook @DouglasKMurray @Fox_Claire @AynRandInst Murray should ask Yaron why there is no Islamic t…,91
Fox,0.25,Fri Sep 07 20:26:44 +0000 2018,0.917,0.0,0.083,RT @FoxsGlaciers: Step back in time with our #retro Fox’s selection box #FreebieFriday To #enter the #prizedraw and have a chance to #win j…,92
Fox,0.4753,Fri Sep 07 20:26:44 +0000 2018,0.795,0.0,0.205,"I liked a @YouTube video https://t.co/QN9LetnoUi Starlink + Star Fox - Opening Cutscene (Peppy, Falco, &amp; Slippy!)",93
Fox,-0.4215,Fri Sep 07 20:26:44 +0000 2018,0.891,0.109,0.0,"RT @RBReich: Trump is ramping up his lies through his main amplifiers: Fox News, his rallies, and his Twitter account. Here are 3 ways you…",94
Fox,0.0,Fri Sep 07 20:26:44 +0000 2018,1.0,0.0,0.0,RT @gavinesler: So let me get this right. The Brexit Secretary hasn’t done his Brexit homework. The NI Secretary doesn’t know about Unionis…,95
Fox,-0.4767,Fri Sep 07 20:26:43 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",96
Fox,0.0,Fri Sep 07 20:26:43 +0000 2018,1.0,0.0,0.0,RT @RawStory: ‘Merger between Fox News and the Trump presidency’ on display at latest campaign rally: CNN media analyst https://t.co/cfawA0…,97
Fox,-0.7456,Fri Sep 07 20:26:43 +0000 2018,0.716,0.284,0.0,"RT @DrJaneRuby: .@LauraLoomer was ridiculed by GOP @USRepLong while exercising her 1st Amend right

FAKE CONSERVATIVE @FoxNews @GregGutfeld…",98
Fox,0.0,Fri Sep 07 20:26:43 +0000 2018,1.0,0.0,0.0,RT @NASCARONFOX: NEWS: Multiple sources have confirmed to FOX that Martin Truex Jr. and Cole Pearn will go to Joe Gibbs Racing and the No.…,99
Fox,0.7096,Fri Sep 07 20:26:43 +0000 2018,0.636,0.078,0.286,"@RepSwalwell @TuckerCarlson Oh, you are too good and too smart to go on any Fox News programs. Avoid them like the plague.",100
New York times,-0.0258,Fri Sep 07 20:27:16 +0000 2018,0.772,0.116,0.112,RT @charliekirk11: Why do Trump supporters get banned for pushing the envelope yet liberals who incite genocide against white people keep t…,1
New York times,0.0,Fri Sep 07 20:27:15 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",2
New York times,0.0,Fri Sep 07 20:27:14 +0000 2018,1.0,0.0,0.0,RT @NYTimesPR: Response from The New York Times to President Trump's comments indicating Attorney General Jeff Sessions should investigate…,3
New York times,0.0,Fri Sep 07 20:27:13 +0000 2018,1.0,0.0,0.0,Trump calls on Sessions to investigate anonymous NYT op-ed https://t.co/DXnA46WKFF #FoxNews,4
New York times,0.2023,Fri Sep 07 20:27:11 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,5
New York times,0.0,Fri Sep 07 20:27:11 +0000 2018,1.0,0.0,0.0,"RT @VenezuelaT1: MIERDA LOCO MIRA COMO QUEDO EL SUPUESTO GRINGO DE Jaime Bayly, Jorge Rodríguez LE DIO HASTA CON EL TOBO PARA QUE DEJE DE A…",6
New York times,-0.5423,Fri Sep 07 20:27:11 +0000 2018,0.868,0.132,0.0,"RT @RealJamesWoods: The New York Times gave voice to that #AnonymousCoward, and they wonder why so many call them “the enemy of the people?…",7
New York times,0.0,Fri Sep 07 20:27:10 +0000 2018,1.0,0.0,0.0,RT @GovMikeHuckabee: Here are some updates on the story of the New York Times op-ed by the alleged “senior White House official” who smugly…,8
New York times,0.1531,Fri Sep 07 20:27:10 +0000 2018,0.703,0.137,0.16,RT @seanspicer: Great piece by former @WhiteHouse @PressSec @AriFleischer on the anonymous senior staffer: New York Times op-ed betrays @re…,9
New York times,0.0,Fri Sep 07 20:27:10 +0000 2018,1.0,0.0,0.0,"""Robots Can Manage Your Money. But Even They Need Humans."" by TARA SIEGEL BERNARD via NYT The New York Times https://t.co/ZmTkLHZqe2",10
New York times,-0.5423,Fri Sep 07 20:27:08 +0000 2018,0.863,0.137,0.0,"RT @peterbakernyt: ""As bad as you think it is, it’s actually worse”: What if Anonymous and Woodward are only scratching the surface? @sbg1…",11
New York times,-0.5122,Fri Sep 07 20:27:08 +0000 2018,0.823,0.177,0.0,"RT @SecretaryPerry: I am not the author of the New York Times OpEd, nor do I agree with its characterizations. Hiding behind anonymity and…",12
New York times,0.0,Fri Sep 07 20:27:08 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",13
New York times,0.0,Fri Sep 07 20:27:08 +0000 2018,1.0,0.0,0.0,RT @NYTimesPR: Response from The New York Times to President Trump's comments indicating Attorney General Jeff Sessions should investigate…,14
New York times,0.3612,Fri Sep 07 20:27:07 +0000 2018,0.889,0.0,0.111,"RT @erinruberry: What’s DC like?

The cashier at CVS is asking customers who they think wrote the New York Times op-ed.",15
New York times,0.2023,Fri Sep 07 20:27:05 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,16
New York times,-0.7845,Fri Sep 07 20:27:05 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",17
New York times,-0.5423,Fri Sep 07 20:27:04 +0000 2018,0.868,0.132,0.0,"RT @RealJamesWoods: The New York Times gave voice to that #AnonymousCoward, and they wonder why so many call them “the enemy of the people?…",18
New York times,-0.5122,Fri Sep 07 20:27:04 +0000 2018,0.823,0.177,0.0,"RT @SecretaryPerry: I am not the author of the New York Times OpEd, nor do I agree with its characterizations. Hiding behind anonymity and…",19
New York times,0.5267,Fri Sep 07 20:27:04 +0000 2018,0.855,0.0,0.145,RT @The_Trump_Train: BREAKING: President Trump calls on the Department of Justice to investigate The New York Times’ publication of an anon…,20
New York times,0.0,Fri Sep 07 20:27:03 +0000 2018,1.0,0.0,0.0,RT @aravosis: Lindsey Graham (R-Moscow) just claimed that the anonymous New York Times letter proves that Mueller hasn’t found anything in…,21
New York times,-0.5122,Fri Sep 07 20:27:03 +0000 2018,0.823,0.177,0.0,"RT @SecretaryPerry: I am not the author of the New York Times OpEd, nor do I agree with its characterizations. Hiding behind anonymity and…",22
New York times,0.0,Fri Sep 07 20:27:03 +0000 2018,1.0,0.0,0.0,"RT @GOPLeader: If you didn’t believe in the Deep State before, it just took out an advertisement in The New York Times. https://t.co/88lV3j…",23
New York times,0.0,Fri Sep 07 20:27:02 +0000 2018,1.0,0.0,0.0,"RT @GOPLeader: If you didn’t believe in the Deep State before, it just took out an advertisement in The New York Times. https://t.co/88lV3j…",24
New York times,0.0,Fri Sep 07 20:27:01 +0000 2018,1.0,0.0,0.0,"RT @RealJamesWoods: The New York Times has become Twitter, a troll cesspool... https://t.co/UgkBMsJtGE",25
New York times,-0.7845,Fri Sep 07 20:27:01 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",26
New York times,0.0,Fri Sep 07 20:27:00 +0000 2018,1.0,0.0,0.0,Perspective | Publishing that anonymous New York Times article wasn’t ‘gutless.’ But writing it probably was. https://t.co/UZzMKZeqEm,27
New York times,0.0,Fri Sep 07 20:27:00 +0000 2018,1.0,0.0,0.0,"El diario cita como fuente a un alto funcionario español, que revela que tanto el exespía ruso envenenado en Londre… https://t.co/dIWs40qbgT",28
New York times,-0.0258,Fri Sep 07 20:26:59 +0000 2018,0.772,0.116,0.112,RT @charliekirk11: Why do Trump supporters get banned for pushing the envelope yet liberals who incite genocide against white people keep t…,29
New York times,0.5267,Fri Sep 07 20:26:59 +0000 2018,0.855,0.0,0.145,RT @The_Trump_Train: BREAKING: President Trump calls on the Department of Justice to investigate The New York Times’ publication of an anon…,30
New York times,0.4588,Fri Sep 07 20:26:59 +0000 2018,0.87,0.0,0.13,RT @DrDGrossman: Anti-abortion and anti-birth control advocates have been pushing this for years to gut the contraception benefit in the Af…,31
New York times,0.3182,Fri Sep 07 20:26:57 +0000 2018,0.905,0.0,0.095,"RT @charliekirk11: Just got off the phone with a prominent Republican donor

He is offering $50,000 cash to information that will lead to t…",32
New York times,0.5775,Fri Sep 07 20:26:57 +0000 2018,0.836,0.0,0.164,"RT @HAGOODMANAUTHOR: WHO WAS THERE TO SAVE US FROM OBAMA? NEW YORK TIMES?? #LIVE: #PRESIDENTOBAMA REBUKES TRUMP, SAYS #PRESIDENTTRUMP CAUSI…",33
New York times,-0.0258,Fri Sep 07 20:26:56 +0000 2018,0.772,0.116,0.112,RT @charliekirk11: Why do Trump supporters get banned for pushing the envelope yet liberals who incite genocide against white people keep t…,34
New York times,-0.5562,Fri Sep 07 20:26:55 +0000 2018,0.661,0.339,0.0,RT @realDonaldTrump: The Failing New York Times! https://t.co/SHsXvYKpBf,35
New York times,0.0772,Fri Sep 07 20:26:55 +0000 2018,0.947,0.0,0.053,RT @SaysHummingbird: Sarah Sanders uses her government  account to post the New York Times phone number — and tells people to ask them to I…,36
New York times,-0.7845,Fri Sep 07 20:26:54 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",37
New York times,0.7432,Fri Sep 07 20:26:54 +0000 2018,0.559,0.0,0.441,"@PressSec I called to praise The ""not failing"" New York Times.",38
New York times,-0.5562,Fri Sep 07 20:26:53 +0000 2018,0.661,0.339,0.0,RT @realDonaldTrump: The Failing New York Times! https://t.co/SHsXvYKpBf,39
New York times,0.6597,Fri Sep 07 20:26:53 +0000 2018,0.769,0.0,0.231,"RT @sergenyt: ""Keep up the good work,"" a caller tells The New York Times. Thank you, @PressSec for the referrals..... https://t.co/FcUZ0mrq…",40
New York times,0.0,Fri Sep 07 20:26:53 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",41
New York times,0.0,Fri Sep 07 20:26:53 +0000 2018,1.0,0.0,0.0,RT @TheOnion: ‘New York Times’ Publishes Bombshell Anonymous Opinion Article From White House Insider https://t.co/oHc4z5rVXL #WhatDoYouThi…,42
New York times,-0.5122,Fri Sep 07 20:26:52 +0000 2018,0.823,0.177,0.0,"RT @SecretaryPerry: I am not the author of the New York Times OpEd, nor do I agree with its characterizations. Hiding behind anonymity and…",43
New York times,-0.7845,Fri Sep 07 20:26:51 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",44
New York times,0.0,Fri Sep 07 20:26:51 +0000 2018,1.0,0.0,0.0,"RT @GOPLeader: If you didn’t believe in the Deep State before, it just took out an advertisement in The New York Times. https://t.co/88lV3j…",45
New York times,0.2023,Fri Sep 07 20:26:51 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,46
New York times,0.0,Fri Sep 07 20:26:51 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",47
New York times,0.0772,Fri Sep 07 20:26:50 +0000 2018,0.947,0.0,0.053,RT @SaysHummingbird: Sarah Sanders uses her government  account to post the New York Times phone number — and tells people to ask them to I…,48
New York times,-0.5106,Fri Sep 07 20:26:50 +0000 2018,0.858,0.142,0.0,"RT @realDonaldTrump: Does the so-called “Senior Administration Official” really exist, or is it just the Failing New York Times with anothe…",49
New York times,0.0,Fri Sep 07 20:26:50 +0000 2018,1.0,0.0,0.0,RT NYTimesPR: Response from The New York Times to President Trump's comments indicating Attorney General Jeff Sessions should investigate…,50
New York times,0.2023,Fri Sep 07 20:26:49 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,51
New York times,-0.7845,Fri Sep 07 20:26:49 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",52
New York times,-0.7845,Fri Sep 07 20:26:49 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",53
New York times,0.0,Fri Sep 07 20:26:47 +0000 2018,1.0,0.0,0.0,"RT @AriFleischer: Under the Constitution, the President, not an anonymous White House staffer, gets to decide what the “right” direction is…",54
New York times,0.0,Fri Sep 07 20:26:47 +0000 2018,1.0,0.0,0.0,@propornot @stranahan New York Times vs publicly verifiable information.  I see where you are coming from.,55
New York times,0.0,Fri Sep 07 20:26:46 +0000 2018,1.0,0.0,0.0,RT @realDonaldTrump: Are the investigative “journalists” of the New York Times going to investigate themselves - who is the anonymous lette…,56
New York times,-0.2732,Fri Sep 07 20:26:45 +0000 2018,0.703,0.178,0.119,@nytimes The rightfully failing New York Times has become a joke right up there with CNN.,57
New York times,-0.05,Fri Sep 07 20:26:45 +0000 2018,0.782,0.113,0.105,"RT @CBSEveningNews: ""It's not treason under the law. It's disloyalty. It's cowardly. From his point of view, it's t… https://t.co/SfFIsCb7aI",58
New York times,0.0,Fri Sep 07 20:26:45 +0000 2018,1.0,0.0,0.0,"RT @GOPLeader: If you didn’t believe in the Deep State before, it just took out an advertisement in The New York Times. https://t.co/88lV3j…",59
New York times,-0.8868,Fri Sep 07 20:26:44 +0000 2018,0.633,0.367,0.0,"RT @GartrellLinda: FLASHBACK: Once a liar, always a liar.
New York Times Used FAKE Anonymous “Senior Officials” Sources In 2011 To Push Rad…",60
New York times,0.0,Fri Sep 07 20:26:44 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",61
New York times,0.0,Fri Sep 07 20:26:43 +0000 2018,1.0,0.0,0.0,"RT @AriFleischer: Under the Constitution, the President, not an anonymous White House staffer, gets to decide what the “right” direction is…",62
New York times,0.0,Fri Sep 07 20:26:43 +0000 2018,1.0,0.0,0.0,"RT @VenezuelaT1: MIERDA LOCO MIRA COMO QUEDO EL SUPUESTO GRINGO DE Jaime Bayly, Jorge Rodríguez LE DIO HASTA CON EL TOBO PARA QUE DEJE DE A…",63
New York times,0.0,Fri Sep 07 20:26:41 +0000 2018,1.0,0.0,0.0,"RT @pictoline: Un alto funcionario del gobierno de Trump reveló al New York Times cómo están las cosas dentro de la Casa Blanca 

y pues 🙃…",64
New York times,0.2023,Fri Sep 07 20:26:41 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,65
New York times,0.2023,Fri Sep 07 20:26:40 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,66
New York times,0.0,Fri Sep 07 20:26:39 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",67
New York times,0.0,Fri Sep 07 20:26:38 +0000 2018,1.0,0.0,0.0,"RT @AriFleischer: Under the Constitution, the President, not an anonymous White House staffer, gets to decide what the “right” direction is…",68
New York times,-0.296,Fri Sep 07 20:26:37 +0000 2018,0.855,0.145,0.0,There’s an obvious suspect for that New York Times anonymous op-ed: https://t.co/wDczeEJGzl via @slate,69
New York times,0.0,Fri Sep 07 20:26:37 +0000 2018,1.0,0.0,0.0,"""Robots Can Manage Your Money. But Even They Need Humans."" by TARA SIEGEL BERNARD via NYT The New York Times https://t.co/7cPka2TBpK",70
New York times,0.0,Fri Sep 07 20:26:37 +0000 2018,1.0,0.0,0.0,"RT @John_KissMyBot: What If The Anonymous Source In The NY Times Editorial That Trashed Trump Was In Fact THE NY Times Itself 

Do You Trus…",71
New York times,0.6808,Fri Sep 07 20:26:36 +0000 2018,0.772,0.0,0.228,"RT @BillKristol: Good piece by @QuinHillyer: ""Maybe Anonymous’ choice is wrongheaded. But it’s hardly an act of cowardice. It’s a sincere a…",72
New York times,-0.296,Fri Sep 07 20:26:34 +0000 2018,0.864,0.136,0.0,"RT @MarkThoma: Federal Reserve Is Sued, Accused of Limiting Competition - The New York Times https://t.co/tybQ7ZqPrR",73
New York times,0.0,Fri Sep 07 20:26:33 +0000 2018,1.0,0.0,0.0,"""Robots Can Manage Your Money. But Even They Need Humans."" by TARA SIEGEL BERNARD via NYT The New York Times https://t.co/Ykht8l7Ene",74
New York times,0.2023,Fri Sep 07 20:26:31 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,75
New York times,-0.2732,Fri Sep 07 20:26:31 +0000 2018,0.861,0.09,0.049,"@RussWKYC Yo, man
(Yo)
Open up, man
(Yeah, what do you want, man?)
My op ed just caught fire
(You let them catch yo… https://t.co/nfcYMQXMFA",76
New York times,-0.7845,Fri Sep 07 20:26:31 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",77
New York times,0.0,Fri Sep 07 20:26:31 +0000 2018,1.0,0.0,0.0,"RT @TranslateRealDT: The New York Times already knows who wrote it. But you don't...

Sleep tight. https://t.co/CVCJEfjEHO",78
New York times,0.3612,Fri Sep 07 20:26:30 +0000 2018,0.889,0.0,0.111,"RT @erinruberry: What’s DC like?

The cashier at CVS is asking customers who they think wrote the New York Times op-ed.",79
New York times,0.5983,Fri Sep 07 20:26:30 +0000 2018,0.85,0.0,0.15,RT @Cdeeman123: I was watching the news and they noted the same question asked to two different Supreme Court nominations! Take a look at t…,80
New York times,0.0,Fri Sep 07 20:26:29 +0000 2018,1.0,0.0,0.0,RT @InSpiteOfTrump: Trump calls on DOJ to find the writer of the New York Times anonymous op-ed https://t.co/JUsRmP5hA6,81
New York times,-0.743,Fri Sep 07 20:26:29 +0000 2018,0.769,0.231,0.0,"RT @SiddonsDan: “The COWARDS at the New York Times are serving up distraction and destruction with this latest ""resist"" effort in an anonym…",82
New York times,0.0,Fri Sep 07 20:26:27 +0000 2018,1.0,0.0,0.0,.@apjvalk @eelcobvr @TomKleijnNL @tomjanmeeus @arjenUSA @_janpostma_ @maxnanet @erikmouthaanRTL @Chrkij Bij de New… https://t.co/eAxfMixa5v,83
New York times,-0.3612,Fri Sep 07 20:26:27 +0000 2018,0.898,0.102,0.0,"RT @NewYorker: Both the anonymous @nytimes Op-Ed and Bob Woodward’s new book, “Fear: Trump in the White House,” convey the laments of conse…",84
New York times,0.2732,Fri Sep 07 20:26:26 +0000 2018,0.9,0.0,0.1,@GovMikeHuckabee I'm confident this person does not exist but only in the twisted and demented minds of the employe… https://t.co/jfPaT0gb9q,85
New York times,0.0,Fri Sep 07 20:26:26 +0000 2018,1.0,0.0,0.0,"RT @wikileaks: Based upon our statistical analysis of the language used in the New York Times anonymous Op Ed, the author is likely to be a…",86
New York times,-0.7845,Fri Sep 07 20:26:24 +0000 2018,0.769,0.231,0.0,"RT @atDavidHoffman: When asked today, Trump would not rule out the death penalty for the senior official who wrote the op-ed for the New Yo…",87
New York times,0.2023,Fri Sep 07 20:26:24 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,88
New York times,-0.4137,Fri Sep 07 20:26:24 +0000 2018,0.789,0.14,0.071,"RT @Tackspayer: @realDonaldTrump I’ll bet Bob Woodward’s book will top the Resurgent New York Times Bestseller list this week. You mad??

W…",89
New York times,0.0,Fri Sep 07 20:26:24 +0000 2018,1.0,0.0,0.0,RT @SocialPowerOne1: Now Trump wants the DOJ to investigate mean editorials about him https://t.co/zz3b0Xx0Hc,90
New York times,0.0,Fri Sep 07 20:26:23 +0000 2018,1.0,0.0,0.0,"RT @RealJamesWoods: The New York Times has become Twitter, a troll cesspool... https://t.co/UgkBMsJtGE",91
New York times,0.0,Fri Sep 07 20:26:23 +0000 2018,1.0,0.0,0.0,"RT @FoxBusiness: .@POTUS calls on DOJ to investigate New York Times’ publication of anonymous, anti-Trump column by 'senior administration…",92
New York times,0.0,Fri Sep 07 20:26:23 +0000 2018,1.0,0.0,0.0,"RT @pictoline: Un alto funcionario del gobierno de Trump reveló al New York Times cómo están las cosas dentro de la Casa Blanca 

y pues 🙃…",93
New York times,0.0,Fri Sep 07 20:26:21 +0000 2018,1.0,0.0,0.0,RT @neha_aks: @fgautier26: “New York Times and CNN all simply copy the anti-Hindu journalists in India. You have to take control of your me…,94
New York times,0.0,Fri Sep 07 20:26:21 +0000 2018,1.0,0.0,0.0,RT @NYTimesPR: Response from The New York Times to President Trump's comments indicating Attorney General Jeff Sessions should investigate…,95
New York times,0.0516,Fri Sep 07 20:26:21 +0000 2018,0.649,0.172,0.179,"RT @sirDukeDevin: Trump is saying what the New York Times did was treason.

Pretty sure arranging a meeting with Russians to get dirt on yo…",96
New York times,0.0,Fri Sep 07 20:26:21 +0000 2018,1.0,0.0,0.0,RT @Breaking911: JUST IN: Response from The New York Times to President Trump’s comments indicating Attorney General Jeff Sessions should i…,97
New York times,0.0,Fri Sep 07 20:26:20 +0000 2018,1.0,0.0,0.0,"""Robots Can Manage Your Money. But Even They Need Humans."" by TARA SIEGEL BERNARD via NYT The New York Times… https://t.co/YN3zzc8DJl",98
New York times,0.2023,Fri Sep 07 20:26:20 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,99
New York times,0.0,Fri Sep 07 20:26:20 +0000 2018,1.0,0.0,0.0,RT @realDonaldTrump: Are the investigative “journalists” of the New York Times going to investigate themselves - who is the anonymous lette…,100
